"2"	"\Diagnoses\(M00-M99) Dise~6mvn\(M26-M27) Dent~7r9g\"	"Dentofacial anomalies [including malocclusion] and other disorders of jaw (m26-m27)"	"N"	"FA "		"ICD10:M26-M27"		"concept_cd"	"concept_dimension"	"concept_path"	"T"	"LIKE"	"\Diagnoses\(M00-M99) Dise~6mvn\(M26-M27) Dent~7r9g\"		"Diagnoses \ Diseases of the musculoskeletal system and connective tissue (m00-m99) \ Dentofacial anomalies [including malocclusion] and other disorders of jaw (m26-m27)"	"@"	"2014-05-30 00:00:00"			"NCBO_46302"			"\Diagnoses\(M00-M99) Dise~6mvn\"	"(M26-M27) Dent~7r9g"	
"4"	"\Diagnoses\(M00-M99) Dise~6mvn\(M00-M25) Arth~kgqv\(M20-M25) Othe~c6sx\(M25) Other jo~ne1n\"	"Other joint disorder, not elsewhere classified"	"N"	"FA "		"ICD10:M25"		"concept_cd"	"concept_dimension"	"concept_path"	"T"	"LIKE"	"\Diagnoses\(M00-M99) Dise~6mvn\(M00-M25) Arth~kgqv\(M20-M25) Othe~c6sx\(M25) Other jo~ne1n\"		"Diagnoses \ Diseases of the musculoskeletal system and connective tissue (m00-m99) \ Arthropathies (m00-m25) \ Other joint disorders (m20-m25) \ Other joint disorder, not elsewhere classified"	"@"	"2014-05-30 00:00:00"			"NCBO_46302"			"\Diagnoses\(M00-M99) Dise~6mvn\(M00-M25) Arth~kgqv\(M20-M25) Othe~c6sx\"	"(M25) Other jo~ne1n"	
"5"	"\Diagnoses\(M00-M99) Dise~6mvn\(M00-M25) Arth~kgqv\(M20-M25) Othe~c6sx\(M25) Other jo~ne1n\(719.8)Other s~k4hd\"	"Other specified disorders of joint"	"N"	"LI "		"ICD9:719.8"		"concept_cd"	"concept_dimension"	"concept_path"	"T"	"LIKE"	"\Diagnoses\(M00-M99) Dise~6mvn\(M00-M25) Arth~kgqv\(M20-M25) Othe~c6sx\(M25) Other jo~ne1n\(719.8)Other s~k4hd\"		"Diagnoses \ Diseases of the musculoskeletal system and connective tissue (m00-m99) \ Arthropathies (m00-m25) \ Other joint disorders (m20-m25) \ Other joint disorder, not elsewhere classified \ Other specified disorders of joint"	"@"	"2014-05-30 00:00:00"			"Integration_tool"			"\Diagnoses\(M00-M99) Dise~6mvn\(M00-M25) Arth~kgqv\(M20-M25) Othe~c6sx\(M25) Other jo~ne1n\"	"(719.8)Other s~k4hd"	
"4"	"\Diagnoses\(M00-M99) Dise~6mvn\(M00-M25) Arth~kgqv\(M20-M25) Othe~c6sx\(M24) Other sp~mlde\"	"Other specific joint derangements"	"N"	"FA "		"ICD10:M24"		"concept_cd"	"concept_dimension"	"concept_path"	"T"	"LIKE"	"\Diagnoses\(M00-M99) Dise~6mvn\(M00-M25) Arth~kgqv\(M20-M25) Othe~c6sx\(M24) Other sp~mlde\"		"Diagnoses \ Diseases of the musculoskeletal system and connective tissue (m00-m99) \ Arthropathies (m00-m25) \ Other joint disorders (m20-m25) \ Other specific joint derangements"	"@"	"2014-05-30 00:00:00"			"NCBO_46302"			"\Diagnoses\(M00-M99) Dise~6mvn\(M00-M25) Arth~kgqv\(M20-M25) Othe~c6sx\"	"(M24) Other sp~mlde"	
"3"	"\Diagnoses\(M00-M99) Dise~6mvn\(M50-M54) Othe~83zp\(M53) Other an~buqs\"	"Other and unspecified dorsopathies, not elsewhere classified"	"N"	"FA "		"ICD10:M53"		"concept_cd"	"concept_dimension"	"concept_path"	"T"	"LIKE"	"\Diagnoses\(M00-M99) Dise~6mvn\(M50-M54) Othe~83zp\(M53) Other an~buqs\"		"Diagnoses \ Diseases of the musculoskeletal system and connective tissue (m00-m99) \ Other dorsopathies (m50-m54) \ Other and unspecified dorsopathies, not elsewhere classified"	"@"	"2014-05-30 00:00:00"			"NCBO_46302"			"\Diagnoses\(M00-M99) Dise~6mvn\(M50-M54) Othe~83zp\"	"(M53) Other an~buqs"	
"3"	"\Diagnoses\(M00-M99) Dise~6mvn\(M50-M54) Othe~83zp\(M54) Dorsalgia\"	"Dorsalgia"	"N"	"FA "		"ICD10:M54"		"concept_cd"	"concept_dimension"	"concept_path"	"T"	"LIKE"	"\Diagnoses\(M00-M99) Dise~6mvn\(M50-M54) Othe~83zp\(M54) Dorsalgia\"		"Diagnoses \ Diseases of the musculoskeletal system and connective tissue (m00-m99) \ Other dorsopathies (m50-m54) \ Dorsalgia"	"@"	"2014-05-30 00:00:00"			"NCBO_46302"			"\Diagnoses\(M00-M99) Dise~6mvn\(M50-M54) Othe~83zp\"	"(M54) Dorsalgia"	
"2"	"\Diagnoses\(M00-M99) Dise~6mvn\(M60-M63) Diso~fdva\"	"Disorders of muscles (m60-m63)"	"N"	"FA "		"ICD10:M60-M63"		"concept_cd"	"concept_dimension"	"concept_path"	"T"	"LIKE"	"\Diagnoses\(M00-M99) Dise~6mvn\(M60-M63) Diso~fdva\"		"Diagnoses \ Diseases of the musculoskeletal system and connective tissue (m00-m99) \ Disorders of muscles (m60-m63)"	"@"	"2014-05-30 00:00:00"			"NCBO_46302"			"\Diagnoses\(M00-M99) Dise~6mvn\"	"(M60-M63) Diso~fdva"	
"3"	"\Diagnoses\(M00-M99) Dise~6mvn\(M60-M63) Diso~fdva\(728)Disorders~y706\"	"Disorders of muscle, ligament, and fascia"	"N"	"LI "		"ICD9:728"		"concept_cd"	"concept_dimension"	"concept_path"	"T"	"LIKE"	"\Diagnoses\(M00-M99) Dise~6mvn\(M60-M63) Diso~fdva\(728)Disorders~y706\"		"Diagnoses \ Diseases of the musculoskeletal system and connective tissue (m00-m99) \ Disorders of muscles (m60-m63) \ Disorders of muscle, ligament, and fascia"	"@"	"2014-05-30 00:00:00"			"Integration_tool"			"\Diagnoses\(M00-M99) Dise~6mvn\(M60-M63) Diso~fdva\"	"(728)Disorders~y706"	
"3"	"\Diagnoses\(M00-M99) Dise~6mvn\(M60-M63) Diso~fdva\(M60) Myositis\"	"Myositis"	"N"	"FA "		"ICD10:M60"		"concept_cd"	"concept_dimension"	"concept_path"	"T"	"LIKE"	"\Diagnoses\(M00-M99) Dise~6mvn\(M60-M63) Diso~fdva\(M60) Myositis\"		"Diagnoses \ Diseases of the musculoskeletal system and connective tissue (m00-m99) \ Disorders of muscles (m60-m63) \ Myositis"	"@"	"2014-05-30 00:00:00"			"NCBO_46302"			"\Diagnoses\(M00-M99) Dise~6mvn\(M60-M63) Diso~fdva\"	"(M60) Myositis"	
"3"	"\Diagnoses\(M00-M99) Dise~6mvn\(M50-M54) Othe~83zp\(M51) Thoracic~ltm3\"	"Thoracic, thoracolumbar, and lumbosacral intervertebral disc disorders"	"N"	"FA "		"ICD10:M51"		"concept_cd"	"concept_dimension"	"concept_path"	"T"	"LIKE"	"\Diagnoses\(M00-M99) Dise~6mvn\(M50-M54) Othe~83zp\(M51) Thoracic~ltm3\"		"Diagnoses \ Diseases of the musculoskeletal system and connective tissue (m00-m99) \ Other dorsopathies (m50-m54) \ Thoracic, thoracolumbar, and lumbosacral intervertebral disc disorders"	"@"	"2014-05-30 00:00:00"			"NCBO_46302"			"\Diagnoses\(M00-M99) Dise~6mvn\(M50-M54) Othe~83zp\"	"(M51) Thoracic~ltm3"	
