"3"	"11"	"1"	"7"	"Service Provider/CRO"	"0"	"1"	"PROVIDER"	"1"	"1"	"77"		"CUSTOM"	"1"	"PICKLIST"	"0"
"2"	"12"	"1"	"1"	"Study identifier"	"0"	"1"	"STUDY_IDENTIFIER"	"0"	"0"	"5"	"accession"	"FIXED"	"1"	"FREETEXT"	
"2"	"13"	"1"	"6"	"Study phase"	"0"	"1"	"STUDY_PHASE"	"1"	"1"	"6"		"CUSTOM"	"1"	"MULTIPICKLIST"	
"2"	"14"	"1"	"7"	"Study objective"	"0"	"1"	"STUDY_OBJECTIVE"	"1"	"1"	"7"		"CUSTOM"	"1"	"MULTIPICKLIST"	
"2"	"15"	"1"	"8"	"Study design"	"0"	"1"	"STUDY_DESIGN"	"1"	"1"	"8"	"design"	"FIXED"	"1"	"PICKLIST"	
"2"	"16"	"1"	"9"	"Study biomarker type"	"0"	"1"	"STUDY_BIOMARKER_TYPE"	"1"	"1"	"9"	"bioMarkerType"	"FIXED"	"1"	"MULTIPICKLIST"	
"2"	"17"	"1"	"11"	"Study link"	"0"	"1"	"STUDY_LINK"	"1"	"1"	"11"		"CUSTOM"	"1"	"FREETEXT"	
"2"	"18"	"1"	"12"	"Number of followed subjects"	"0"	"1"	"NUMBER_OF_FOLLOWED_SUBJECTS"	"1"	"0"	"12"		"CUSTOM"	"1"	"FREETEXT"	
"2"	"19"	"1"	"13"	"Organism"	"0"	"1"	"SPECIES"	"1"	"0"	"13"		"CUSTOM"	"1"	"MULTIPICKLIST"	
"2"	"20"	"1"	"14"	"Study access type"	"0"	"1"	"STUDY_ACCESS_TYPE"	"1"	"0"	"14"	"accessType"	"FIXED"	"1"	"PICKLIST"	
"2"	"21"	"1"	"16"	"Country"	"0"	"1"	"COUNTRY"	"1"	"0"	"16"	"country"	"FIXED"	"1"	"MULTIPICKLIST"	
"2"	"22"	"1"	"17"	"Study date"	"0"	"1"	"STUDY_DATE"	"1"	"0"	"17"		"CUSTOM"	"1"	"FREETEXT"	
"2"	"23"	"1"	"18"	"Study PubMed ID"	"0"	"1"	"STUDY_PUBMED_ID"	"1"	"0"	"18"		"CUSTOM"	"1"	"FREETEXT"	
"2"	"24"	"1"	"19"	"Study publication DOI"	"0"	"1"	"STUDY_PUBLICATION_STUDY_PUBLICATION_DOI"	"1"	"0"	"19"		"CUSTOM"	"1"	"FREETEXT"	
"2"	"25"	"1"	"20"	"Study publication author list"	"0"	"1"	"STUDY_PUBLICATION_STUDY_PUBLICATION_AUTHOR_LIST"	"1"	"0"	"20"		"CUSTOM"	"1"	"FREETEXT"	
"2"	"26"	"1"	"21"	"Study publication title"	"0"	"1"	"STUDY_PUBLICATION_STUDY_PUBLICATION_TITLE"	"1"	"0"	"21"		"CUSTOM"	"1"	"FREETEXT"	
"2"	"27"	"1"	"22"	"Study publication status"	"0"	"1"	"STUDY_PUBLICATION_STUDY_PUBLICATION_STATUS"	"1"	"0"	"22"		"CUSTOM"	"1"	"PICKLIST"	
"1"	"28"	"1"	"1"	"Program identifier"	"0"	"1"	"PROGRAM_IDENTIFIER"	"0"	"0"	"39"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"29"	"1"	"2"	"Program title"	"0"	"1"	"PROGRAM_TITLE"	"1"	"1"	"40"	"folderName"	"FIXED"	"0"	"FREETEXT"	
"1"	"30"	"1"	"3"	"Program description"	"0"	"1"	"PROGRAM_DESCRIPTION"	"1"	"1"	"41"	"description"	"FIXED"	"0"	"FREETEXTAREA"	
"1"	"31"	"1"	"4"	"Program target/pathway/phenotype"	"programTarget"	"1"	"PROGRAM_TARGET_PATHWAY_PHENOTYPE"	"1"	"1"	"42"		"PROGRAM_TARGET"	"1"	"MULTIPICKLIST"	
"1"	"32"	"1"	"5"	"Therapeutic domain"	"0"	"1"	"THERAPEUTIC_DOMAIN"	"1"	"1"	"43"		"CUSTOM"	"1"	"MULTIPICKLIST"	
"1"	"33"	"0"	"7"	"LC code"	"0"	"1"	"LC_CODE"	"0"	"0"	"45"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"34"	"0"	"8"	"Program start date"	"0"	"1"	"PROGRAM_START_DATE"	"0"	"0"	"46"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"35"	"0"	"9"	"Program public release date"	"0"	"1"	"PROGRAM_PUBLIC_RELEASE_DATE"	"0"	"0"	"47"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"36"	"0"	"10"	"Program PubMed ID"	"0"	"1"	"PROGRAM_PUBMED_ID"	"0"	"0"	"48"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"37"	"0"	"11"	"Program publication DOI"	"0"	"1"	"PROGRAM_PUBLICATION_DOI"	"0"	"0"	"49"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"38"	"0"	"12"	"Program publication author list"	"0"	"1"	"PROGRAM_PUBLICATION_AUTHOR_LIST"	"0"	"0"	"50"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"39"	"0"	"13"	"Program publication title"	"0"	"1"	"PROGRAM_PUBLICATION_TITLE"	"0"	"0"	"51"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"40"	"0"	"14"	"Program publication status"	"0"	"1"	"PROGRAM_PUBLICATION_STATUS"	"0"	"0"	"52"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"41"	"0"	"15"	"Program person last name"	"0"	"1"	"PROGRAM_PERSON_LAST_NAME"	"0"	"0"	"53"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"42"	"0"	"16"	"Program person first name"	"0"	"1"	"PROGRAM_PERSON_FIRST_NAME"	"0"	"0"	"54"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"43"	"0"	"17"	"Program person mid initials"	"0"	"1"	"PROGRAM_PERSON_MID_INITIALS"	"0"	"0"	"55"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"44"	"0"	"18"	"Program person email"	"0"	"1"	"PROGRAM_PERSON_EMAIL"	"0"	"0"	"56"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"45"	"0"	"19"	"Program person phone"	"0"	"1"	"PROGRAM_PERSON_PHONE"	"0"	"0"	"57"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"46"	"0"	"20"	"Program person fax"	"0"	"1"	"PROGRAM_PERSON_FAX"	"0"	"0"	"58"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"47"	"0"	"21"	"Program person address"	"0"	"1"	"PROGRAM_PERSON_ADDRESS"	"0"	"0"	"59"		"CUSTOM"	"0"	"FREETEXT"	
"1"	"48"	"0"	"22"	"Program person roles"	"0"	"1"	"PROGRAM_PERSON_ROLES"	"0"	"0"	"60"		"CUSTOM"	"0"	"FREETEXT"	
